sample,donor,condition,batch,cell_type,timepoint,cell_id
S01,D01,control,B1,Hepatocyte,,synthetic_00092
S01,D01,control,B1,Hepatocyte,,synthetic_00093
S01,D01,control,B1,Hepatocyte,,synthetic_00094
S01,D01,control,B1,Hepatocyte,,synthetic_00095
S01,D01,control,B1,Hepatocyte,,synthetic_00096
S01,D01,control,B1,Hepatocyte,,synthetic_00097
S01,D01,control,B1,Hepatocyte,,synthetic_00098
S01,D01,control,B1,Hepatocyte,,synthetic_00099
S01,D01,control,B1,Hepatocyte,,synthetic_00100
S01,D01,control,B1,Hepatocyte,,synthetic_00101
S01,D01,control,B1,Hepatocyte,,synthetic_00102
S01,D01,control,B1,Hepatocyte,,synthetic_00103
S01,D01,control,B1,Hepatocyte,,synthetic_00104
S01,D01,control,B1,Hepatocyte,,synthetic_00105
S01,D01,control,B1,Hepatocyte,,synthetic_00106
S01,D01,control,B1,Hepatocyte,,synthetic_00107
S01,D01,control,B1,Hepatocyte,,synthetic_00108
S01,D01,control,B1,Hepatocyte,,synthetic_00109
S01,D01,control,B1,Hepatocyte,,synthetic_00110
S01,D01,control,B1,Hepatocyte,,synthetic_00111
S01,D01,control,B1,Hepatocyte,,synthetic_00112
S01,D01,control,B1,Hepatocyte,,synthetic_00113
S01,D01,control,B1,Hepatocyte,,synthetic_00114
S01,D01,control,B1,Hepatocyte,,synthetic_00115
S01,D01,control,B1,Hepatocyte,,synthetic_00116
S01,D01,control,B1,Hepatocyte,,synthetic_00117
S01,D01,control,B1,Hepatocyte,,synthetic_00118
S01,D01,control,B1,Hepatocyte,,synthetic_00119
S01,D01,control,B1,Hepatocyte,,synthetic_00120
S01,D01,control,B1,Hepatocyte,,synthetic_00121
S01,D01,control,B1,Hepatocyte,,synthetic_00122
S01,D01,control,B1,Hepatocyte,,synthetic_00123
S01,D01,control,B1,Hepatocyte,,synthetic_00124
S01,D01,control,B1,Hepatocyte,,synthetic_00125
S01,D01,control,B1,Hepatocyte,,synthetic_00126
S01,D01,control,B1,Hepatocyte,,synthetic_00127
S01,D01,control,B1,Hepatocyte,,synthetic_00128
S01,D01,control,B1,Hepatocyte,,synthetic_00129
S01,D01,control,B1,Hepatocyte,,synthetic_00130
S01,D01,control,B1,Hepatocyte,,synthetic_00131
S01,D01,control,B1,Hepatocyte,,synthetic_00132
S01,D01,control,B1,Hepatocyte,,synthetic_00133
S01,D01,control,B1,Hepatocyte,,synthetic_00134
S01,D01,control,B1,Hepatocyte,,synthetic_00135
S01,D01,control,B1,Hepatocyte,,synthetic_00136
S01,D01,control,B1,Hepatocyte,,synthetic_00137
S01,D01,control,B1,Hepatocyte,,synthetic_00138
S01,D01,control,B1,Hepatocyte,,synthetic_00139
S01,D01,control,B1,Hepatocyte,,synthetic_00140
S01,D01,control,B1,Hepatocyte,,synthetic_00141
S01,D01,control,B1,Hepatocyte,,synthetic_00142
S01,D01,control,B1,Hepatocyte,,synthetic_00143
S01,D01,control,B1,Hepatocyte,,synthetic_00144
S01,D01,control,B1,Hepatocyte,,synthetic_00145
S01,D01,control,B1,Hepatocyte,,synthetic_00146
S01,D01,control,B1,Hepatocyte,,synthetic_00147
S01,D01,control,B1,Hepatocyte,,synthetic_00148
S01,D01,control,B1,Hepatocyte,,synthetic_00149
S01,D01,control,B1,Hepatocyte,,synthetic_00150
S01,D01,control,B1,Hepatocyte,,synthetic_00151
S01,D01,control,B1,Hepatocyte,,synthetic_00152
S01,D01,control,B1,Hepatocyte,,synthetic_00153
S01,D01,control,B1,Hepatocyte,,synthetic_00154
S01,D01,control,B1,Hepatocyte,,synthetic_00155
S01,D01,control,B1,Hepatocyte,,synthetic_00156
S01,D01,control,B1,Hepatocyte,,synthetic_00157
S01,D01,control,B1,Hepatocyte,,synthetic_00158
S01,D01,control,B1,Hepatocyte,,synthetic_00159
S01,D01,control,B1,Hepatocyte,,synthetic_00160
S01,D01,control,B1,Hepatocyte,,synthetic_00161
S01,D01,control,B1,Hepatocyte,,synthetic_00162
S01,D01,control,B1,Hepatocyte,,synthetic_00163
S01,D01,control,B1,Hepatocyte,,synthetic_00164
S01,D01,control,B1,Hepatocyte,,synthetic_00165
S01,D01,control,B1,Hepatocyte,,synthetic_00166
S01,D01,control,B1,Hepatocyte,,synthetic_00167
S01,D01,control,B1,Hepatocyte,,synthetic_00168
S01,D01,control,B1,Hepatocyte,,synthetic_00169
S01,D01,control,B1,Hepatocyte,,synthetic_00170
S01,D01,control,B1,Hepatocyte,,synthetic_00171
S01,D01,control,B1,Hepatocyte,,synthetic_00172
S01,D01,control,B1,Hepatocyte,,synthetic_00173
S01,D01,control,B1,Hepatocyte,,synthetic_00174
S01,D01,control,B1,Hepatocyte,,synthetic_00175
S01,D01,control,B1,Hepatocyte,,synthetic_00176
S01,D01,control,B1,Hepatocyte,,synthetic_00177
S01,D01,control,B1,Hepatocyte,,synthetic_00178
S01,D01,control,B1,Hepatocyte,,synthetic_00179
S01,D01,control,B1,Hepatocyte,,synthetic_00180
S01,D01,control,B1,Hepatocyte,,synthetic_00181
S01,D01,control,B1,Hepatocyte,,synthetic_00182
S01,D01,control,B1,Hepatocyte,,synthetic_00183
S01,D01,control,B1,Hepatocyte,,synthetic_00184
S01,D01,control,B1,Hepatocyte,,synthetic_00185
S01,D01,control,B1,Hepatocyte,,synthetic_00186
S01,D01,control,B1,Hepatocyte,,synthetic_00187
S01,D01,control,B1,Hepatocyte,,synthetic_00188
S01,D01,control,B1,Hepatocyte,,synthetic_00189
S01,D01,control,B1,Hepatocyte,,synthetic_00190
S01,D01,control,B1,Hepatocyte,,synthetic_00191
S01,D01,control,B1,Hepatocyte,,synthetic_00192
S01,D01,control,B1,Hepatocyte,,synthetic_00193
S01,D01,control,B1,Hepatocyte,,synthetic_00194
S01,D01,control,B1,Hepatocyte,,synthetic_00195
S01,D01,control,B1,Hepatocyte,,synthetic_00196
S01,D01,control,B1,Hepatocyte,,synthetic_00197
S01,D01,control,B1,Hepatocyte,,synthetic_00198
S01,D01,control,B1,Hepatocyte,,synthetic_00199
S01,D01,control,B1,Hepatocyte,,synthetic_00200
S01,D01,control,B1,Kupffer,,synthetic_00201
S01,D01,control,B1,Kupffer,,synthetic_00202
S01,D01,control,B1,Kupffer,,synthetic_00203
S01,D01,control,B1,Kupffer,,synthetic_00204
S01,D01,control,B1,Kupffer,,synthetic_00205
S01,D01,control,B1,Kupffer,,synthetic_00206
S01,D01,control,B1,Kupffer,,synthetic_00207
S01,D01,control,B1,Kupffer,,synthetic_00208
S01,D01,control,B1,Kupffer,,synthetic_00209
S01,D01,control,B1,Kupffer,,synthetic_00210
S01,D01,control,B1,Kupffer,,synthetic_00211
S01,D01,control,B1,Kupffer,,synthetic_00212
S01,D01,control,B1,Kupffer,,synthetic_00213
S01,D01,control,B1,Kupffer,,synthetic_00214
S01,D01,control,B1,Kupffer,,synthetic_00215
S01,D01,control,B1,Kupffer,,synthetic_00216
S01,D01,control,B1,Kupffer,,synthetic_00217
S01,D01,control,B1,Kupffer,,synthetic_00218
S01,D01,control,B1,Kupffer,,synthetic_00219
S01,D01,control,B1,Kupffer,,synthetic_00220
S01,D01,control,B1,Kupffer,,synthetic_00221
S01,D01,control,B1,Kupffer,,synthetic_00222
S01,D01,control,B1,Kupffer,,synthetic_00223
S01,D01,control,B1,Kupffer,,synthetic_00224
S01,D01,control,B1,Kupffer,,synthetic_00225
S01,D01,control,B1,Kupffer,,synthetic_00226
S01,D01,control,B1,Kupffer,,synthetic_00227
S01,D01,control,B1,Kupffer,,synthetic_00228
S01,D01,control,B1,Kupffer,,synthetic_00229
S01,D01,control,B1,Kupffer,,synthetic_00230
S01,D01,control,B1,Kupffer,,synthetic_00231
S01,D01,control,B1,Kupffer,,synthetic_00232
S01,D01,control,B1,Kupffer,,synthetic_00233
S01,D01,control,B1,Kupffer,,synthetic_00234
S01,D01,control,B1,Kupffer,,synthetic_00235
S01,D01,control,B1,Kupffer,,synthetic_00236
S01,D01,control,B1,Kupffer,,synthetic_00237
S01,D01,control,B1,Kupffer,,synthetic_00238
S01,D01,control,B1,Kupffer,,synthetic_00239
S01,D01,control,B1,Kupffer,,synthetic_00240
S01,D01,control,B1,Endothelial,,synthetic_00241
S01,D01,control,B1,Endothelial,,synthetic_00242
S01,D01,control,B1,Endothelial,,synthetic_00243
S01,D01,control,B1,Endothelial,,synthetic_00244
S01,D01,control,B1,Endothelial,,synthetic_00245
S01,D01,control,B1,Endothelial,,synthetic_00246
S01,D01,control,B1,Endothelial,,synthetic_00247
S01,D01,control,B1,Endothelial,,synthetic_00248
S01,D01,control,B1,Endothelial,,synthetic_00249
S01,D01,control,B1,Endothelial,,synthetic_00250
S01,D01,control,B1,Endothelial,,synthetic_00251
S01,D01,control,B1,Endothelial,,synthetic_00252
S01,D01,control,B1,Endothelial,,synthetic_00253
S01,D01,control,B1,Endothelial,,synthetic_00254
S01,D01,control,B1,Endothelial,,synthetic_00255
S01,D01,control,B1,Endothelial,,synthetic_00256
S01,D01,control,B1,Endothelial,,synthetic_00257
S01,D01,control,B1,Endothelial,,synthetic_00258
S01,D01,control,B1,Endothelial,,synthetic_00259
S01,D01,control,B1,Endothelial,,synthetic_00260
S01,D01,control,B1,Endothelial,,synthetic_00261
S01,D01,control,B1,Endothelial,,synthetic_00262
S01,D01,control,B1,Endothelial,,synthetic_00263
S01,D01,control,B1,Endothelial,,synthetic_00264
S01,D01,control,B1,Endothelial,,synthetic_00265
S01,D01,control,B1,Endothelial,,synthetic_00266
S01,D01,control,B1,Endothelial,,synthetic_00267
S01,D01,control,B1,Endothelial,,synthetic_00268
S01,D01,control,B1,Endothelial,,synthetic_00269
S01,D01,control,B1,Endothelial,,synthetic_00270
S01,D01,control,B1,Endothelial,,synthetic_00271
S01,D01,control,B1,Endothelial,,synthetic_00272
S01,D01,control,B1,Endothelial,,synthetic_00273
S01,D01,control,B1,Endothelial,,synthetic_00274
S01,D01,control,B1,Endothelial,,synthetic_00275
S01,D01,control,B1,Endothelial,,synthetic_00276
S01,D01,control,B1,Endothelial,,synthetic_00277
S01,D01,control,B1,Endothelial,,synthetic_00278
S01,D01,control,B1,Endothelial,,synthetic_00279
S01,D01,control,B1,Endothelial,,synthetic_00280
S02,D02,control,B1,Hepatocyte,,synthetic_00281
S02,D02,control,B1,Hepatocyte,,synthetic_00282
S02,D02,control,B1,Hepatocyte,,synthetic_00283
S02,D02,control,B1,Hepatocyte,,synthetic_00284
S02,D02,control,B1,Hepatocyte,,synthetic_00285
S02,D02,control,B1,Hepatocyte,,synthetic_00286
S02,D02,control,B1,Hepatocyte,,synthetic_00287
S02,D02,control,B1,Hepatocyte,,synthetic_00288
S02,D02,control,B1,Hepatocyte,,synthetic_00289
S02,D02,control,B1,Hepatocyte,,synthetic_00290
S02,D02,control,B1,Kupffer,,synthetic_00291
S02,D02,control,B1,Kupffer,,synthetic_00292
S02,D02,control,B1,Kupffer,,synthetic_00293
S02,D02,control,B1,Kupffer,,synthetic_00294
S02,D02,control,B1,Kupffer,,synthetic_00295
S02,D02,control,B1,Kupffer,,synthetic_00296
S02,D02,control,B1,Kupffer,,synthetic_00297
S02,D02,control,B1,Kupffer,,synthetic_00298
S02,D02,control,B1,Kupffer,,synthetic_00299
S02,D02,control,B1,Kupffer,,synthetic_00300
S02,D02,control,B1,Kupffer,,synthetic_00301
S02,D02,control,B1,Kupffer,,synthetic_00302
S02,D02,control,B1,Kupffer,,synthetic_00303
S02,D02,control,B1,Kupffer,,synthetic_00304
S02,D02,control,B1,Kupffer,,synthetic_00305
S02,D02,control,B1,Kupffer,,synthetic_00306
S02,D02,control,B1,Kupffer,,synthetic_00307
S02,D02,control,B1,Kupffer,,synthetic_00308
S02,D02,control,B1,Kupffer,,synthetic_00309
S02,D02,control,B1,Kupffer,,synthetic_00310
S02,D02,control,B1,Kupffer,,synthetic_00311
S02,D02,control,B1,Kupffer,,synthetic_00312
S02,D02,control,B1,Kupffer,,synthetic_00313
S02,D02,control,B1,Kupffer,,synthetic_00314
S02,D02,control,B1,Kupffer,,synthetic_00315
S02,D02,control,B1,Kupffer,,synthetic_00316
S02,D02,control,B1,Kupffer,,synthetic_00317
S02,D02,control,B1,Kupffer,,synthetic_00318
S02,D02,control,B1,Kupffer,,synthetic_00319
S02,D02,control,B1,Kupffer,,synthetic_00320
S02,D02,control,B1,Kupffer,,synthetic_00321
S02,D02,control,B1,Kupffer,,synthetic_00322
S02,D02,control,B1,Kupffer,,synthetic_00323
S02,D02,control,B1,Kupffer,,synthetic_00324
S02,D02,control,B1,Kupffer,,synthetic_00325
S02,D02,control,B1,Kupffer,,synthetic_00326
S02,D02,control,B1,Kupffer,,synthetic_00327
S02,D02,control,B1,Kupffer,,synthetic_00328
S02,D02,control,B1,Kupffer,,synthetic_00329
S02,D02,control,B1,Kupffer,,synthetic_00330
S02,D02,control,B1,Endothelial,,synthetic_00331
S02,D02,control,B1,Endothelial,,synthetic_00332
S02,D02,control,B1,Endothelial,,synthetic_00333
S02,D02,control,B1,Endothelial,,synthetic_00334
S02,D02,control,B1,Endothelial,,synthetic_00335
S02,D02,control,B1,Endothelial,,synthetic_00336
S02,D02,control,B1,Endothelial,,synthetic_00337
S02,D02,control,B1,Endothelial,,synthetic_00338
S02,D02,control,B1,Endothelial,,synthetic_00339
S02,D02,control,B1,Endothelial,,synthetic_00340
S02,D02,control,B1,Endothelial,,synthetic_00341
S02,D02,control,B1,Endothelial,,synthetic_00342
S02,D02,control,B1,Endothelial,,synthetic_00343
S02,D02,control,B1,Endothelial,,synthetic_00344
S02,D02,control,B1,Endothelial,,synthetic_00345
S02,D02,control,B1,Endothelial,,synthetic_00346
S02,D02,control,B1,Endothelial,,synthetic_00347
S02,D02,control,B1,Endothelial,,synthetic_00348
S02,D02,control,B1,Endothelial,,synthetic_00349
S02,D02,control,B1,Endothelial,,synthetic_00350
S02,D02,control,B1,Endothelial,,synthetic_00351
S02,D02,control,B1,Endothelial,,synthetic_00352
S02,D02,control,B1,Endothelial,,synthetic_00353
S02,D02,control,B1,Endothelial,,synthetic_00354
S02,D02,control,B1,Endothelial,,synthetic_00355
S02,D02,control,B1,Endothelial,,synthetic_00356
S02,D02,control,B1,Endothelial,,synthetic_00357
S02,D02,control,B1,Endothelial,,synthetic_00358
S02,D02,control,B1,Endothelial,,synthetic_00359
S02,D02,control,B1,Endothelial,,synthetic_00360
S02,D02,control,B1,Endothelial,,synthetic_00361
S02,D02,control,B1,Endothelial,,synthetic_00362
S02,D02,control,B1,Endothelial,,synthetic_00363
S02,D02,control,B1,Endothelial,,synthetic_00364
S02,D02,control,B1,Endothelial,,synthetic_00365
S02,D02,control,B1,Endothelial,,synthetic_00366
S02,D02,control,B1,Endothelial,,synthetic_00367
S02,D02,control,B1,Endothelial,,synthetic_00368
S02,D02,control,B1,Endothelial,,synthetic_00369
S02,D02,control,B1,Endothelial,,synthetic_00370
S03,D03,control,B1,Hepatocyte,,synthetic_00371
S03,D03,control,B1,Hepatocyte,,synthetic_00372
S03,D03,control,B1,Hepatocyte,,synthetic_00373
S03,D03,control,B1,Hepatocyte,,synthetic_00374
S03,D03,control,B1,Hepatocyte,,synthetic_00375
S03,D03,control,B1,Hepatocyte,,synthetic_00376
S03,D03,control,B1,Hepatocyte,,synthetic_00377
S03,D03,control,B1,Hepatocyte,,synthetic_00378
S03,D03,control,B1,Hepatocyte,,synthetic_00379
S03,D03,control,B1,Hepatocyte,,synthetic_00380
S03,D03,control,B1,Kupffer,,synthetic_00381
S03,D03,control,B1,Kupffer,,synthetic_00382
S03,D03,control,B1,Kupffer,,synthetic_00383
S03,D03,control,B1,Kupffer,,synthetic_00384
S03,D03,control,B1,Kupffer,,synthetic_00385
S03,D03,control,B1,Kupffer,,synthetic_00386
S03,D03,control,B1,Kupffer,,synthetic_00387
S03,D03,control,B1,Kupffer,,synthetic_00388
S03,D03,control,B1,Kupffer,,synthetic_00389
S03,D03,control,B1,Kupffer,,synthetic_00390
S03,D03,control,B1,Kupffer,,synthetic_00391
S03,D03,control,B1,Kupffer,,synthetic_00392
S03,D03,control,B1,Kupffer,,synthetic_00393
S03,D03,control,B1,Kupffer,,synthetic_00394
S03,D03,control,B1,Kupffer,,synthetic_00395
S03,D03,control,B1,Kupffer,,synthetic_00396
S03,D03,control,B1,Kupffer,,synthetic_00397
S03,D03,control,B1,Kupffer,,synthetic_00398
S03,D03,control,B1,Kupffer,,synthetic_00399
S03,D03,control,B1,Kupffer,,synthetic_00400
S03,D03,control,B1,Kupffer,,synthetic_00401
S03,D03,control,B1,Kupffer,,synthetic_00402
S03,D03,control,B1,Kupffer,,synthetic_00403
S03,D03,control,B1,Kupffer,,synthetic_00404
S03,D03,control,B1,Kupffer,,synthetic_00405
S03,D03,control,B1,Kupffer,,synthetic_00406
S03,D03,control,B1,Kupffer,,synthetic_00407
S03,D03,control,B1,Kupffer,,synthetic_00408
S03,D03,control,B1,Kupffer,,synthetic_00409
S03,D03,control,B1,Kupffer,,synthetic_00410
S03,D03,control,B1,Kupffer,,synthetic_00411
S03,D03,control,B1,Kupffer,,synthetic_00412
S03,D03,control,B1,Kupffer,,synthetic_00413
S03,D03,control,B1,Kupffer,,synthetic_00414
S03,D03,control,B1,Kupffer,,synthetic_00415
S03,D03,control,B1,Kupffer,,synthetic_00416
S03,D03,control,B1,Kupffer,,synthetic_00417
S03,D03,control,B1,Kupffer,,synthetic_00418
S03,D03,control,B1,Kupffer,,synthetic_00419
S03,D03,control,B1,Kupffer,,synthetic_00420
S03,D03,control,B1,Endothelial,,synthetic_00421
S03,D03,control,B1,Endothelial,,synthetic_00422
S03,D03,control,B1,Endothelial,,synthetic_00423
S03,D03,control,B1,Endothelial,,synthetic_00424
S03,D03,control,B1,Endothelial,,synthetic_00425
S03,D03,control,B1,Endothelial,,synthetic_00426
S03,D03,control,B1,Endothelial,,synthetic_00427
S03,D03,control,B1,Endothelial,,synthetic_00428
S03,D03,control,B1,Endothelial,,synthetic_00429
S03,D03,control,B1,Endothelial,,synthetic_00430
S03,D03,control,B1,Endothelial,,synthetic_00431
S03,D03,control,B1,Endothelial,,synthetic_00432
S03,D03,control,B1,Endothelial,,synthetic_00433
S03,D03,control,B1,Endothelial,,synthetic_00434
S03,D03,control,B1,Endothelial,,synthetic_00435
S03,D03,control,B1,Endothelial,,synthetic_00436
S03,D03,control,B1,Endothelial,,synthetic_00437
S03,D03,control,B1,Endothelial,,synthetic_00438
S03,D03,control,B1,Endothelial,,synthetic_00439
S03,D03,control,B1,Endothelial,,synthetic_00440
S03,D03,control,B1,Endothelial,,synthetic_00441
S03,D03,control,B1,Endothelial,,synthetic_00442
S03,D03,control,B1,Endothelial,,synthetic_00443
S03,D03,control,B1,Endothelial,,synthetic_00444
S03,D03,control,B1,Endothelial,,synthetic_00445
S03,D03,control,B1,Endothelial,,synthetic_00446
S03,D03,control,B1,Endothelial,,synthetic_00447
S03,D03,control,B1,Endothelial,,synthetic_00448
S03,D03,control,B1,Endothelial,,synthetic_00449
S03,D03,control,B1,Endothelial,,synthetic_00450
S03,D03,control,B1,Endothelial,,synthetic_00451
S03,D03,control,B1,Endothelial,,synthetic_00452
S03,D03,control,B1,Endothelial,,synthetic_00453
S03,D03,control,B1,Endothelial,,synthetic_00454
S03,D03,control,B1,Endothelial,,synthetic_00455
S03,D03,control,B1,Endothelial,,synthetic_00456
S03,D03,control,B1,Endothelial,,synthetic_00457
S03,D03,control,B1,Endothelial,,synthetic_00458
S03,D03,control,B1,Endothelial,,synthetic_00459
S03,D03,control,B1,Endothelial,,synthetic_00460
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00461
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00462
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00463
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00464
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00465
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00466
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00467
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00468
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00469
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00470
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00471
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00472
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00473
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00474
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00475
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00476
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00477
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00478
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00479
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00480
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00481
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00482
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00483
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00484
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00485
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00486
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00487
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00488
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00489
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00490
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00491
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00492
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00493
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00494
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00495
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00496
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00497
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00498
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00499
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00500
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00501
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00502
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00503
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00504
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00505
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00506
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00507
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00508
S04,D04,regeneration,B2,Hepatocyte,,synthetic_00509
